String,Kind,Domains,ReadSites,StringVA
LAN,code,,0x69845a 0x6991da,0x83f100
LANGMD.MIX,file,,0x6bd7e8,0x840d5c
LANGRULE.INI,file,,0x52d14e 0x668a58,0x826228
LANGUAGE.MIX,file,,0x6bd818,0x840d4c
LANScrollText,unclassified,,0x6983d0 0x6994c1,0x83f110
LANTaunts,unclassified,,0x69838e 0x699486,0x83f130
LAYOUTS,unclassified,,0x76c518,0x848dfc
LDSC,code,,0x76adb3 0x76af05,0x848cd0
LOAD.MIX,file,,0x552d18,0x8298b8
LOADING,unclassified,,0x5ae16e 0x683d0a,0x82c1bc
LOADMD.MIX,file,,0x552ce7,0x8298c4
LOCAL.MIX,file,,0x5303f9,0x826638
LOCALMD.MIX,file,,0x5303cd,0x826644
LOGO01.SHP,file,,0x68cf7f,0x83e45c
LOW,code,,0x752ed4,0x8161dc
LS640BkgdName,tag,mission|ra2,0x687295 0x6872c9,0x83dbc8
LS640BriefLocX,tag,mission|ra2,0x6870f6 0x687123,0x83dc08
LS640BriefLocY,tag,mission|ra2,0x68715b 0x687188,0x83dbf8
LS800BkgdName,tag,mission|ra2,0x687301 0x687331,0x83dbb8
LS800BkgdPal,tag,mission,0x68736c 0x6873a0,0x83dba8
LS800BriefLocX,tag,mission|ra2,0x6871c0 0x6871ed,0x83dbe8
LS800BriefLocY,tag,mission|ra2,0x687225 0x687252,0x83dbd8
LSLoadBriefing,tag,mission|ra2,0x687098 0x6870cc,0x83dc18
LSLoadMessage,tag,mission|ra2,0x68702d 0x68705d,0x83dc28
Land,tag,ra2|rules|ts,0x5fe7a4,0x833580
LandTargeting,tag,ra2|rules,0x7121a4,0x844520
Landable,tag,ra2|rules|ts,0x41cc54,0x81804c
LangFilter,unclassified,,0x77df0d 0x77e028,0x84a514
LargeFire,tag,ts,0x66b2df,0x83a39c
LargeVisceroid,tag,ra2|rules|ts,0x66e66a 0x747885,0x83cc94
Laser,tag,ra2|rules|ts,0x644569,0x836f94
LaserColor,tag,ra2|rules|ts,0x644581,0x836f88
LaserDuration,tag,map|ra2|rules|ts|tsfs,0x7727d5,0x84931c
LaserFence,tag,ts,0x460aa9,0x81aa30
LaserFencePost,tag,ts,0x460a93,0x81aa3c
LaserInnerColor,tag,ra2|rules|ts|tsfs,0x772761,0x849350
LaserOuterColor,tag,ra2|rules|ts|tsfs,0x77278f,0x849340
LaserOuterSpread,tag,map|ra2|rules|ts|tsfs,0x7727b5,0x84932c
LaserTargetColor,tag,rules,0x66b825,0x83a1b8
LastDay,unclassified,,0x764e70 0x765103 0x7652e1,0x8481ac
LastNickSlot,unclassified,,0x698279 0x6990fa,0x83f160
LastTilesInSet,unclassified,,0x545fed,0x82928c
LastValid,unclassified,,0x779e8d 0x779fde,0x84a14c
Layer,tag,art|ra2,0x427dec,0x818644
LeadershipRating,tag,ra2|rules,0x714336,0x843d1c
LeaveBioReactorSound,tag,rules,0x66a1dc 0x7138aa,0x83a6ec
LeaveGrinderSound,tag,rules,0x66a159 0x713838,0x83a71c
LeaveRubble,tag,ra2|rules,0x460ef5,0x81a854
LeaveTransportSound,tag,ra2|rules,0x713432,0x8440d4
LeaveWaterSound,tag,ra2|rules,0x524439,0x8259e0
LegalTarget,tag,ra2|rules|ts,0x5f94a6,0x832b84
LeptonMindControlOffset,unclassified,,0x71414c,0x843ddc
LeptonsPerSightIncrease,tag,ra2|rules|ts,0x670f43,0x83bd44
LetsDoTheTimeWarpInAgain,tag,rules,0x66a325,0x83a684
LetsDoTheTimeWarpOutAgain,tag,rules,0x66a2e3,0x83a6a0
Level,tag,map|ra2|rules,0x46c087 0x4acf11 0x599812 0x599940 0x68a959 0x68b6bb,0x81b0d4
Lifetime,tag,ra2|rules|ts|tsfs,0x6443f1,0x837050
LightBlueTint,tag,map|ra2|rules|ts|tsfs,0x460da6,0x81a8ec
LightGreenTint,tag,map|ra2|rules|ts|tsfs,0x460d5f,0x81a8fc
LightIntensity,tag,map|ra2|rules|ts|tsfs,0x460ccd,0x81a91c
LightRedTint,tag,map|ra2|rules|ts|tsfs,0x460d16,0x81a90c
LightSize,tag,ra2|rules|ts,0x6445c3,0x836f68
LightVisibility,tag,map|ra2|rules|ts|tsfs,0x460c93,0x81a92c
Lighting,unclassified,,0x5998a3 0x5998b8 0x5998d1 0x5998ea 0x5998ff 0x599945 0x599956 0x599973 0x599990 0x5999a9 0x5999be 0x5999d3 0x68a830 0x68a876 0x68a8b0 0x68a8ea 0x68a924 0x68a95e 0x68a998 0x68a9d2 0x68aa0c 0x68aa46 0x68aa80 0x68aaba 0x68aaee 0x68ab1c 0x68ab56 0x68ab90 0x68abca 0x68ac04 0x68ac3e 0x68ac78 0x68b5ec 0x68b611 0x68b634 0x68b657 0x68b67a 0x68b69d 0x68b6c0 0x68b6e3 0x68b706 0x68b729 0x68b74c 0x68b76f 0x68b792 0x68b7b5 0x68b7d8 0x68b7fb 0x68b81e 0x68b841 0x68b864 0x68b887,0x82bf88
LightningCellSpread,tag,ra2|rules,0x671020,0x83bcb0
LightningDamage,tag,ra2|rules,0x670fa2,0x83bd08
LightningDeferment,tag,ra2|rules,0x670f82,0x83bd18
LightningHitDelay,tag,ra2|rules,0x670fe1,0x83bcdc
LightningPrintText,unclassified,,0x67107f,0x83bc74
LightningRod,unclassified,,0x713330,0x844148
LightningScatterDelay,tag,ra2|rules,0x671001,0x83bcc4
LightningSeparation,tag,ra2|rules,0x671040,0x83bc9c
LightningSounds,tag,ra2|rules,0x66aef7,0x83a3f0
LightningStormDuration,tag,ra2|rules,0x670fc1,0x83bcf0
LightningWarhead,tag,ra2|rules,0x671060,0x83bc88
LimboLaunch,tag,ra2|rules,0x772107,0x84952c
Limit,tag,ra2|sound,0x7507a5 0x751261,0x84653c
LineMultiplier,tag,rules,0x6cec08,0x842680
LineTrailColor,tag,art|ra2,0x5f95a4,0x832b0c
LineTrailColorDecrement,tag,art|ra2,0x5f95ce,0x832af4
LineTrailColorOverride,tag,ra2|rules,0x66b789,0x83a200
ListBox,unclassified,,0x60f418,0x833718
Loadable,tag,ai|map|ra2|ts|tsfs,0x6f1157 0x6f15cd,0x8430cc
LobMusic,unclassified,,0x77df28 0x77e044,0x84a508
Lob_35_,unclassified,,0x7a9a55,0x84a224
Lob_40_,unclassified,,0x7a9a26,0x84a21c
Lob_41_,unclassified,,0x780784 0x7857cd 0x7883d5 0x7885a4 0x79b26a 0x7a58db 0x7a9cc6 0x7aa2bc 0x7aa417 0x7ab6c9,0x84a214
Lobber,tag,ra2|rules|ts|tsfs,0x772749,0x849360
Local.MIX,file,,0x7afd3f 0x7afd96,0x84d89c
LocalRadarColor,tag,ra2|rules,0x66b75b,0x83a218
LocalSize,tag,map,0x4ad76b 0x4ad847 0x5997fb 0x687502,0x820164
Locale,unclassified,,0x778861 0x778be1 0x77a1de,0x849f7c
LocaleVerified,unclassified,,0x778c0f 0x77a20d,0x849fcc
Locomotor,tag,ra2|rules|ts|tsfs,0x7123fa 0x75d88f,0x84444c
Logo,unclassified,,0x768cf3,0x8489d8
Loop,tag,ra2|sound,0x4f2e70 0x7507cd,0x824238
LoopCount,tag,art|ra2|ts|tsfs,0x428029,0x818570
LoopEnd,tag,art|ra2|ts|tsfs,0x42800f,0x81857c
LoopStart,tag,art|ra2|ts|tsfs,0x427ff5,0x818584
LooseRecruit,tag,ai|map|ra2|ts|tsfs,0x6f128f 0x6f16b7,0x843040
Lose,tag,map,0x68a05a 0x68b316 0x77059e 0x770eab,0x83e180
LosingThreshold,unclassified,,0x76c9e9,0x848e90
Losses,unclassified,,0x778d1c 0x77a326,0x849fb4
Lost1,unclassified,,0x49c3dd 0x49c9e9,0x81f13c
Lost2,unclassified,,0x49c3f1 0x49ca02,0x81f134
LowPower,tag,art,0x4637ec,0x819a38
LowPowerDamaged,tag,art,0x46384a,0x819a28
LowPowerGarrisoned,unclassified,,0x4638e4,0x819a14
LowPowerPenaltyModifier,tag,ra2|rules,0x66eb9f,0x83cafc
LowPowerPowered,tag,art,0x463a1b,0x8199cc
LowPowerPoweredEffect,unclassified,,0x463a55,0x81999c
LowPowerPoweredLight,unclassified,,0x463a38,0x8199b4
LowPowerPoweredSpecial,unclassified,,0x463a72,0x819984
LowPowerX,unclassified,,0x4639a7,0x819a08
LowPowerY,unclassified,,0x4639c4,0x8199fc
LowPowerYSort,unclassified,,0x4639fe,0x8199dc
LowPowerZAdjust,unclassified,,0x4639e1,0x8199ec
MAIN.MIX,file,,0x4793b1,0x81c314
MAPS,code,,0x768203,0x848b34
MAPSELMD.INI,file,,0x5cef62,0x830370
MCVDeploy,tag,map,0x6b8bb5 0x6b8ce6,0x84023c
MCVRedeploys,tag,ra2|rules,0x672206,0x83cf68
MCVRepacks,unclassified,,0x69800a 0x699038,0x83efb8
MGL,code,,0x7a496c,0x84ab90
MISSIONMD.INI,file,,0x686d46,0x839724
MISSIONS.YRO,unclassified,,0x699cb8,0x83f4f4
MISSIONSMD.PKT,file,,0x6999d9 0x699b2d,0x83f520
MMRampBase,tag,ra2|theater|ts,0x54557f,0x8295c4
MODE,code,,0x6c721c,0x8420d4
MOVIES01.MIX,file,,0x530d29,0x826738
MOVMD01.MIX,file,,0x530de3,0x8266f0
MOVMD03.MIX,file,,0x530e8b,0x8266b8
MPModesMD.ini,file,,0x5d759e,0x830a18
MPVC,code,,0x76adca 0x76af35,0x848cc8
MULTI.MIX,file,,0x4794e4,0x81c258
MULTIMD.MIX,file,,0x4794ae 0x530b76 0x530bcd,0x81c284
MachineGunTurretIndex,tag,ra2|rules,0x747c2b,0x845c2c
MachineGunTurretWeapon,tag,ra2|rules,0x747c3a,0x845c14
MagnaBeamColor,tag,rules,0x66b7de,0x83a1e0
"Main_Game
",unclassified,,0x6be04b,0x840bdc
MakeInfantry,tag,art,0x4281be,0x8184d0
MakesDisguise,tag,ra2|rules,0x75d956,0x847d00
ManBattle,unclassified,,0x5d7d74,0x830bf4
ManualControl,tag,ts,0x6ced4b,0x842644
ManualReload,unclassified,,0x71334a,0x844138
Map,unclassified,,0x4aceb1 0x4acf16 0x4acf40 0x4acfde 0x4ad774 0x5997cc 0x5997e8 0x599800 0x599817 0x687485 0x68750e 0x687639,0x81fff0
MapCheck.txt,file,,0x587c5c,0x82af00
MapEnter,unclassified,,0x76d093 0x76dfd6,0x848f00
MapLeave,unclassified,,0x76d019 0x76e096,0x848f0c
MapType,unclassified,,0x59788a 0x597b7d,0x82bbc8
MapVQ,tag,mapsel|ra2|ts|tsfs,0x5cfb41,0x8304cc
MarbleMadness,tag,ra2|theater|ts,0x5460fa,0x829258
MasterMindOverloadDeathSound,tag,rules,0x66a011,0x83a784
MatchByRes,unclassified,,0x778d7e 0x77a384,0x849f9c
Max,tag,ai|map|ra2|ts|tsfs,0x6f12f7 0x6f1709,0x843018
MaxAngularVelocity,tag,ra2|rules|ts,0x74b13f,0x845f00
MaxDC,tag,ra2|rules|ts|tsfs,0x644fed,0x837238
MaxDamage,tag,ra2|rules|ts,0x66ce3e,0x83ad4c
MaxDeathCounter,tag,tsfs,0x747a92,0x845cc4
MaxDebris,tag,map|ra2|rules|ts|tsfs,0x71258e 0x75da95,0x84439c
MaxEC,tag,ra2|rules|ts|tsfs,0x645003,0x837230
MaxIQLevels,tag,ra2|rules|ts,0x67426f,0x83d50c
MaxLowPowerProductionSpeed,tag,ra2|rules,0x66eb78,0x83cb14
MaxMoney,tag,ra2|rules|ts,0x671f0e,0x83d098
MaxNumberOccupants,tag,map|ra2|rules,0x460120,0x81ad84
MaxPlayers,tag,map|ra2,0x6997f8 0x69a560,0x83f3f0
MaxTrees,tag,ra2|rmg,0x598772,0x82bcac
MaxUnitCount,tag,ra2|rules,0x671f8d,0x83d05c
MaxVeinholeGrowth,tag,ra2|rules|ts,0x671cb3,0x83b4e8
MaxWaypointPathLength,tag,ra2|rules|ts,0x671dbf,0x83b43c
MaxXYVel,tag,art|ra2|rules|ts,0x428181 0x74b1d3,0x8184e8
MaxZVel,tag,ra2|rules|ts,0x74b1b2,0x845eec
MaximumAIDefensiveTeams,tag,ra2|rules|ts,0x66fef6,0x83c504
MaximumBaseDefenseValue,tag,ra2|rules|ts,0x673e2e,0x83d12c
MaximumBuildingPlacementFailures,tag,ra2|rules,0x670279,0x83c2dc
MaximumCheerRate,tag,ra2|rules,0x66ebe1,0x83cad8
MaximumQueuedObjects,tag,ra2|rules|ts,0x671d9f,0x83b454
Medians,tag,ra2|theater|ts,0x5458df,0x829408
MegaLosingThreshold,unclassified,,0x76ca1a,0x848e7c
MegaWinningThreshold,unclassified,,0x76c9b8,0x848ea0
MessageBoxA,unclassified,,0x7daec3,0x7fa35c
MessageCharTyped,tag,ra2|rules,0x66a801,0x83a534
MessageDelay,tag,ra2|rules|ts,0x66b41f,0x83a328
MetallicDebris,tag,ra2|rules|ts,0x66daa5,0x83cef0
Meteorites,tag,map|ra2|rules|ts,0x6b8c73 0x6b8d61,0x8401ec
MidPoint,tag,art|ra2|ts,0x461269,0x81a728
MigAttackCursor,tag,rules,0x7721d7,0x8494b4
MinAngularVelocity,tag,ra2|rules|ts,0x74b10e,0x845f14
MinDamage,tag,ra2|rules|ts,0x66ce5e,0x83ad40
MinDebris,tag,ra2|rules,0x7125a8 0x75daab,0x844390
MinLowPowerProductionSpeed,tag,ra2|rules,0x66eb55,0x83cb30
MinMoney,tag,ra2|rules,0x671ecf,0x83d0a4
MinPlayers,tag,map|ra2,0x6997d6 0x69a548,0x83f3fc
MinUnitCount,tag,ra2|rules,0x671f4e,0x83d078
MinVolume,tag,ra2|sound,0x750597 0x751157,0x846554
MinZVel,tag,art|ra2|rules|ts,0x4281a2 0x74b18b,0x8184e0
MinZVelocity,tag,ra2|rules|ts,0x645246,0x837150
MindClearedSound,tag,rules,0x66a0d6 0x71395e,0x83a744
MindControl,tag,ra2|rules,0x75d7cf,0x81bbc8
MindControlAttackLineFrames,tag,rules,0x66c921,0x83af88
MindControlDecision,tag,ai|map,0x6f1139 0x6f15b7,0x8430d8
MindControlRingOffset,unclassified,,0x714350,0x843d04
MinimumAIDefensiveTeams,tag,ra2|rules|ts,0x66febd,0x83c51c
MinimumRange,tag,ra2|rules|ts|tsfs,0x772343,0x849428
MiscPaveTile,tag,ra2|theater|ts,0x545621,0x829578
MissileROTVar,tag,ra2|rules|ts,0x66ec2f,0x83cab4
MissileSafetyAltitude,tag,ra2|rules,0x66ec4f,0x83ca9c
MissileSpawn,tag,ra2|rules,0x714f23,0x843798
MissileSpeedVar,tag,ra2|rules|ts,0x66ec76,0x83ca8c
MobileFire,unclassified,,0x714823,0x843a84
Model,unclassified,,0x5bba1b,0x82cec4
Modem,unclassified,,0x5bb8bb,0x82cecc
ModemName,unclassified,,0x698499 0x699329,0x83f0e8
Money,tag,ra2|rules|ts,0x671eef,0x81da20
MoneyIncrement,tag,ra2|rules,0x671f2e,0x83d088
MonorailSlopes,tag,ra2|theater|ts,0x54579b,0x8294b0
Morphable,tag,ra2|theater|ts,0x54612e,0x829238
MouseCancel,unclassified,,0x76d1db 0x76e1a1,0x848f6c
MoveFlash,tag,ra2|rules|ts,0x66e534,0x83cce0
MoveSound,tag,ra2|rules,0x713478,0x8440c8
MoveToShroud,tag,ra2|rules|ts,0x71225d,0x8444c4
MovementPerturbationCoefficient,tag,ra2|rules|ts,0x64452c,0x836fbc
MovementRestrictedTo,tag,ra2|rules|ts,0x747837,0x845d64
MovementZone,tag,ra2|rules|ts|tsfs,0x716065,0x8431c8
MovieOff,tag,ra2|rules,0x66aba6,0x83a498
MovieOn,tag,ra2|rules,0x66ab64,0x83a4a4
MovieTime,tag,ra2|rules|ts,0x66b446,0x83a31c
MultiEngineer,tag,ra2|rules,0x672129,0x83cfc8
MultiMaps,unclassified,,0x699a08 0x699a36 0x699a45 0x699b5d 0x699b87 0x699b96 0x699de3 0x699e13 0x699e22,0x83f514
MultiPlayer,unclassified,,0x52f5b2 0x52f5c9 0x560b8a 0x560ba7 0x5d900c 0x5d9026 0x5d937e 0x5d9398 0x5d93da 0x5d93f0 0x5ee197 0x5ee1d3 0x698174 0x69818a 0x6981c6 0x6981ed 0x698203 0x69821e 0x698241 0x698268 0x69827e 0x6982bf 0x6982f3 0x69830f 0x698330 0x698351 0x698372 0x698393 0x6983b3 0x6983d5 0x698418 0x6990c7 0x6990e2 0x6990ff 0x69911f 0x69913c 0x699159 0x699179 0x699191 0x6991b6 0x699475 0x69948b 0x6994ab 0x6994c6,0x82642c
Multiplay,tag,ra2|rules|ts,0x511a68,0x825458
MultiplayPassive,tag,map|ra2|rules|ts,0x511a7e,0x825444
MultiplayerAICM,tag,ra2|rules|ts,0x670526,0x83c168
MultiplayerOnly,tag,map,0x68a0d2 0x68b428,0x83e154
MultipleFactory,tag,ra2|rules|ts,0x66ebc3,0x83caec
MustAlly,tag,mp,0x5d5cf7,0x8308a0
MutateExplosion,tag,rules,0x67111d,0x83bc00
MutateExplosionWarhead,tag,rules,0x6690f2,0x83a100
MutateWarhead,tag,rules,0x6690b3,0x83a118
MyEffectivenessCoefficient,unclassified,,0x71556b,0x8434b8
MyEffectivenessCoefficientDefault,tag,ra2|rules|ts,0x671aee,0x83b66c
NACK,code,,0x76aceb,0x848d00
NEUTRAL.MIX,file,,0x534f66,0x827d80
NODBarracks,tag,ra2|rules|ts,0x460b2f,0x81a9f4
NONE,code,,0x698a60,0x83f038
NORMAL,unclassified,,0x750604 0x751176 0x752eef,0x8161d4
NSGates,tag,ra2|rules|ts,0x67383d,0x83d3a8
NTRLMD.MIX,file,,0x534f26,0x827da0
NUKE,code,,0x467e59,0x81af98
NULL.SHP,file,,0x69e495,0x83f874
Name,tag,ai|map|ra2|rules|theme|ts|tsfs,0x410a98 0x410bac 0x52d4d0 0x686dad 0x686de1 0x68b0e6 0x69984e 0x69a065 0x72056f 0x78832e,0x817854
NameKeyPrefix,unclassified,,0x768c5a,0x8489f0
NamedCivilians,tag,ra2|rules|ts,0x66b465,0x83a30c
Natural,tag,rules,0x714946,0x8439dc
NaturalParticleLocation,unclassified,,0x713bfc,0x843fa4
NaturalParticleSystem,unclassified,,0x713b9a,0x843fd8
Naval,tag,ra2|rules,0x714a6a,0x84395c
NavalTargeting,tag,ra2|rules,0x7121be,0x844510
NeedsEngineer,tag,ra2|rules,0x46023e,0x81aca0
NetCard,unclassified,,0x5facaa 0x5faf72,0x833014
NetID,unclassified,,0x5faba9 0x5fafec,0x833068
Network,unclassified,,0x5fabae 0x5fac92 0x5facaf 0x5facd0 0x5faf62 0x5faf77 0x5faf94 0x5faff1 0x6bc148 0x6bc19b,0x833060
Neutral,unclassified,,0x650b5f,0x82ba08
NeutralTechBuildings,tag,ra2|rules,0x673926,0x83d36c
NeverUse,tag,ra2|rules,0x77216f,0x8494f0
NewINIFormat,tag,map,0x68a13f 0x68b0fc,0x83e128
NewTheater,tag,art|ra2|ts|tsfs,0x427dc1 0x5f9605,0x81864c
Next,tag,art|ra2|ts|tsfs,0x428045,0x818568
NextParticle,tag,ra2|rules|ts|tsfs,0x645307,0x8370f0
NextParticleOffset,tag,ra2|rules|ts,0x645278,0x83712c
NextScenario,tag,map,0x689fca 0x68b0b3,0x83e19c
NoAutoFire,unclassified,,0x714afa,0x84391c
NoParachuteMaxFallRate,tag,ra2|rules,0x66f33a,0x83c824
NoShadow,tag,ra2|rules,0x71508e,0x8436e0
NoSpawnAlt,tag,ra2|rules,0x5f943e,0x832bc0
NoThreat,tag,ra2|rules|ts,0x5b37b2,0x82c2b8
NoUseTileLandType,tag,ra2|rules|ts,0x5fe95f,0x833514
NodAIBuildsWalls,tag,ra2|rules|ts,0x66fe39,0x83c560
NodAdvancedPower,tag,ra2|rules|ts,0x66f724,0x83c79c
NodBaseDefenseCoefficient,tag,ra2|rules|ts,0x673de8,0x83d160
NodGateOne,tag,ra2|rules|ts,0x66f4e8,0x83c7f4
NodGateTwo,tag,ra2|rules|ts,0x66f526,0x83c7e8
NodRegularPower,tag,ra2|rules|ts,0x66f6e6,0x83c7b0
NodeCount,tag,map,0x42ec13 0x42ed92,0x818994
Nominal,tag,map|ra2|rules|ts|tsfs,0x713f33,0x843ecc
NonMarbleMadness,tag,ra2|theater|ts,0x546111,0x829244
NonVehicle,tag,tsfs,0x7478a3,0x845d4c
None,tag,rules,0x4775d7,0x817f64
Normal,tag,ra2|theme|ts|tsfs,0x4775f4 0x668f07 0x67451a 0x72050f,0x81bb60
NormalTargetingDelay,tag,ra2|rules,0x6701c6,0x83c354
NormalTurretIndex,tag,ra2|rules,0x747bd9,0x845c80
NormalTurretWeapon,tag,ra2|rules,0x747be8,0x845c6c
NormalZAdjust,tag,art|ra2|ts|tsfs,0x4613a6,0x81a66c
Normalized,tag,art|ra2|rules|ts|tsfs,0x427e6f 0x6451d7 0x7158e9 0x74b085,0x818610
NorthAmerica,unclassified,,0x788303,0x84b61c
NotHuman,tag,ra2|rules,0x5243c6,0x825a00
NotInsertable,unclassified,,0x6bb859,0x840af8
NotWorkingSound,tag,ra2|rules,0x4608dc,0x81aafc
Note,unclassified,,0x4a3de1 0x7b1e36,0x81fcc8
NukeAmbientChangeRate,unclassified,,0x68aae9,0x83def8
NukeDown,tag,ra2|rules|ts,0x669074,0x83a128
NukeMaker,tag,ra2|rules,0x75d970,0x847cf4
NukeProjectile,tag,ra2|rules|ts,0x669036,0x83a134
NukeSilo,tag,ra2|rules|ts,0x460a45,0x81aa68
NukeTakeOff,tag,ra2|rules,0x66d829,0x83cf10
NukeWarhead,tag,ra2|rules|ts,0x668ff7,0x83a144
NumCoopHumanStartSpots,unclassified,,0x689e13 0x689f4d 0x68afa7,0x83de30
NumLoopFrames,unclassified,,0x64508e,0x837214
NumParticles,tag,art,0x428742,0x818360
NumPlayers,unclassified,,0x59785a 0x597b4a 0x5c1410 0x5e666e,0x82bbd8
NumberImpassableRows,tag,ra2|rules,0x46013a,0x81ad6c
NumberOfCampaignMaps,tag,coop|ra2,0x49dc57,0x81f39c
NumberOfDocks,tag,ra2|rules,0x464938,0x8194c4
NumberStartingPoints,tag,map,0x689df9 0x689f2f 0x68af89,0x83de48
OCP,code,,0x7d7397,0x7fa2d4
OOSY,code,,0x6c70d6,0x842104
ObserverMode,unclassified,,0x5ee192 0x5ee1ce,0x831da4
OccupantAnim,tag,rules,0x7725a1,0x849400
Occupier,tag,ra2|rules,0x5244d5,0x8259a8
OccupyDamageMultiplier,tag,rules,0x66c682,0x83b08c
OccupyHeight,tag,art|ra2,0x4610f6,0x81a798
OccupyPip,tag,rules,0x5240f5,0x825a60
OccupyROFMultiplier,tag,rules,0x66c6a9,0x83b078
OccupyWeapon,tag,rules,0x524117,0x825a50
OccupyWeaponRange,tag,rules,0x66c6c7,0x83b064
Official,tag,map,0x686c31 0x687bd9 0x68b1a5 0x69989c 0x69a0b1,0x83dc5c
OldCycle,unclassified,,0x770332,0x8491c4
OmniCrushResistant,tag,rules,0x714d11,0x843868
OmniCrusher,tag,rules,0x714cf0,0x84387c
OmniFire,tag,ra2|rules,0x7726fb,0x84938c
"OnAgeCheck
",unclassified,,0x7a4070,0x84aacc
OnFire,tag,ts,0x66b0f9,0x83a3c4
"OnGameStart
",unclassified,,0x7a7db7,0x84adf8
"OnNewNick
",unclassified,,0x7a3d9c,0x84aac0
OnTransOnly,tag,ai|map|ra2|ts|tsfs,0x6f12bf 0x6f174b,0x843028
OneFrameLight,tag,ra2|rules|ts,0x6445e1,0x836f58
OneTimeOnly,tag,map,0x68a1e2 0x68b176,0x83e0f0
OnlyTargetHouseEnemy,tag,ai|map|ra2|ts|tsfs,0x6f13c8 0x6f17c3,0x842fe4
OpenTopped,tag,rules,0x7143bd,0x843ccc
OpenToppedAnim,tag,rules,0x7725e6,0x8493f0
OpenToppedDamageMultiplier,tag,rules,0x66c756,0x83b004
OpenToppedRangeBonus,tag,rules,0x66c774,0x83afec
OpenToppedWarpDistance,tag,rules,0x66c794,0x83afd4
OpenTransportWeapon,tag,rules,0x714e5c,0x8437e0
Opening,unclassified,,0x76861f,0x848adc
OpportunityFire,tag,ra2|rules,0x71483d,0x843a74
Options,tag,ra2|ts,0x517666 0x517775 0x517802 0x5fa64b 0x5fa66e 0x5fa6b6 0x5fa6f9 0x5fa722 0x5fa746 0x5fa787 0x5fa7dc 0x5fa813 0x5fa845 0x5fa881 0x5fad43 0x5fad58 0x5fad72 0x5fad8c 0x5fada6 0x5fadc3 0x5fadd8 0x5fadf0 0x5fae0d 0x5fae25 0x5fae38,0x8254dc
OptionsChanged,tag,ra2|rules|ts,0x66a884,0x83a518
OrePurifier,tag,ra2|rules,0x4604ed,0x81ac3c
OreTwinkle,tag,ra2|rules,0x66d67b,0x83cf4c
OreTwinkleChance,tag,ra2|rules,0x66b805,0x83a1cc
Organic,tag,ra2|rules,0x71502b,0x843714
Origin,tag,ts,0x4f2da0 0x4f3189,0x82424c
Origin_800,unclassified,,0x76fb39,0x84915c
OverParMessage,tag,map,0x68a806 0x68b5db,0x83df10
OverParTitle,tag,map,0x68a7e7 0x68b5c3,0x83df38
OverlayDataPack,unclassified,,0x5fd57b 0x5fd7b5 0x5fd88b,0x833474
OverlayPack,unclassified,,0x5fd376 0x5fd6bd 0x5fd791,0x833484
OverlayPalette,unclassified,,0x768beb,0x848a08
OverlayPrefix,unclassified,,0x768ba6,0x848a18
Overlays,tag,mapsel|ra2|ts,0x5cfbc9,0x8304c0
OverloadCount,tag,rules,0x66c7c0,0x83afc4
OverloadDamage,tag,rules,0x66c839,0x83afb4
OverloadFrames,tag,rules,0x66c8b3,0x83afa4
Overpowerable,tag,ra2|rules,0x46001c,0x81ae0c
Overrides,tag,ra2|rules|ts,0x5fe85a,0x833550
Owner,tag,ra2|rules|ts|tsfs,0x7149e8,0x843994
PATH,code,,0x697af6 0x69a35e,0x83ef00
PBEACON.SHP,file,,0x4309d6,0x818a5c
PBarrelLength,tag,art|ra2|ts|tsfs,0x715dd6,0x8432e8
PBarrelThickness,tag,art|ra2|ts,0x715dfa,0x8432d4
PIPBRD.SHP,file,,0x5f76bc,0x832aa8
PIPS.SHP,file,,0x5f770a,0x832a9c
PIPS2.SHP,file,,0x5f7758,0x832a90
PLRS,code,,0x6c74ea,0x842094
PNGR,code,,0x6c73c1,0x84209c
PNGS,code,,0x6c7392,0x8420a4
PORTNAME,unclassified,,0x5bbddc,0x82cd24
POWER,unclassified,,0x475ab8 0x477153,0x81c030
PROC,code,,0x47732b,0x81c1c0
PROGBAR2.SHP,file,,0x598a02,0x82bf18
PROGBARM.SHP,file,,0x6847f6 0x69429d 0x694c81,0x83da30
PSIWARN,unclassified,,0x6cdb86,0x81907c
PackupSound,unclassified,,0x460786,0x81ab4c
PadAircraft,tag,ra2|rules|ts,0x66f9d8,0x83c748
Palette,tag,art|mapsel|ra2|ts|tsfs,0x4f2d40 0x5cf25e 0x715839 0x716d82,0x824254
ParTimeEasy,tag,map,0x68a74a 0x68b54b,0x83dfcc
ParTimeHard,tag,map,0x68a780 0x68b57b,0x83dfa8
ParTimeMedium,tag,map,0x68a766 0x68b561,0x83dfb4
Parachute,tag,ra2|rules|ts,0x66e572,0x83ccd4
ParachuteMaxFallRate,tag,map|ra2|rules,0x66f31b,0x83c83c
ParadropRadius,tag,ra2|rules,0x671735,0x83b8c8
Paralyzed,tag,ra2|rules|ts,0x5b382f,0x82c298
Paralyzes,tag,ra2|rules,0x75d922,0x847d18
Paranoid,tag,ra2|rules|ts,0x673d30,0x83d1c8
Parasite,tag,ra2|rules,0x75d83b,0x81717c
Parasiteable,tag,ra2|rules,0x714f86,0x843768
Paratrooper,tag,ts,0x66fa09,0x83c73c
ParentCountry,tag,map,0x5118da,0x82549c
Particle,tag,ra2|rules|ts|tsfs,0x75d4b6,0x817384
